customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST03123,Male,0,Yes,No,9,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,83.06,677.9,Yes
CUST03124,Female,0,Yes,Yes,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,42.15,2813.73,No
CUST03125,Male,0,Yes,No,56,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,67.07,3788.1,Yes
CUST03126,Female,0,Yes,No,62,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,109.86,6763.46,No
CUST03127,Female,1,No,Yes,30,Yes,DSL,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,72.99,2369.13,Yes
CUST03128,Female,0,Yes,No,11,Yes,Fiber optic,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,68.13,730.35,No
CUST03129,Female,0,Yes,No,43,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,73.45,3209.0,No
CUST03130,Female,1,Yes,No,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,77.59,3445.58,No
CUST03131,Male,0,Yes,No,15,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,77.62,1115.0,Yes
CUST03132,Male,0,Yes,No,34,Yes,DSL,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,107.33,3638.75,No
CUST03133,Female,0,Yes,No,30,No,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,55.97,,No
CUST03134,Male,0,Yes,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,68.83,1152.84,No
CUST03135,Female,0,Yes,Yes,59,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,76.45,4606.5,No
CUST03136,Male,1,No,Yes,35,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,No,Electronic check,51.41,1809.54,No
CUST03137,Female,0,Yes,Yes,67,Yes,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,62.83,4235.81,No
CUST03138,Male,0,Yes,No,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,93.16,0.0,Yes
CUST03139,Male,0,No,Yes,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,53.4,3553.99,No
CUST03140,Male,1,Yes,Yes,48,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,143.34,6706.13,Yes
CUST03141,Male,0,No,No,51,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Credit card,114.92,5884.89,Yes
CUST03142,Male,1,Yes,No,21,Yes,DSL,No,No,Yes,No,No,Month-to-month,No,Electronic check,78.42,1697.0,No
CUST03143,Male,0,Yes,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,88.39,413.0,Yes
CUST03144,Female,0,No,No,16,Yes,DSL,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,93.26,1365.48,No
CUST03145,Female,0,Yes,Yes,32,Yes,DSL,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,88.0,2771.51,No
CUST03146,Female,0,Yes,No,24,Yes,Fiber optic,Yes,Yes,Yes,No,No,Two year,No,Electronic check,76.39,1863.21,No
CUST03147,Female,0,No,No,14,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,142.8,2013.92,Yes
CUST03148,Female,1,No,No,0,Yes,Fiber optic,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,56.04,53.76,Yes
CUST03149,Female,0,Yes,No,50,Yes,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,64.33,3087.11,No
CUST03150,Male,0,No,No,48,Yes,DSL,Yes,No,No,Yes,No,Month-to-month,No,Credit card,75.82,3606.96,No
CUST03151,Female,0,Yes,Yes,11,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,90.13,983.42,Yes
CUST03152,Male,0,No,Yes,57,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,124.29,7135.18,No
CUST03153,Male,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,73.96,5202.89,No
CUST03154,Female,0,No,No,72,Yes,DSL,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,88.46,6411.91,No
CUST03155,Male,0,Yes,Yes,14,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,83.64,1095.01,No
CUST03156,Female,1,No,No,31,No,DSL,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,71.93,2247.19,Yes
CUST03157,Female,0,Yes,Yes,3,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,105.04,291.66,No
CUST03158,Female,0,No,No,0,Yes,Fiber optic,Yes,Yes,No,No,No,One year,No,Electronic check,84.71,0.0,No
CUST03159,Female,0,No,No,61,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.72,6214.97,No
CUST03160,Female,1,No,Yes,70,Yes,DSL,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,,4640.27,Yes
CUST03161,Male,0,No,Yes,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,60.48,812.9,Yes
CUST03162,Female,0,Yes,No,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.42,2044.89,Yes
CUST03163,Male,0,No,Yes,1,Yes,Fiber optic,No,No,No,Yes,No,Two year,No,Credit card,81.47,160.68,No
CUST03164,Male,0,Yes,Yes,59,Yes,DSL,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,101.94,5970.97,Yes
CUST03165,Male,1,No,No,40,Yes,Fiber optic,No,No,No,Yes,No,Two year,No,Electronic check,126.42,5054.24,No
CUST03166,Male,1,No,No,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,78.37,1578.23,No
CUST03167,Female,0,Yes,No,70,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.58,8473.86,No
CUST03168,Male,0,Yes,No,9,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,89.66,881.53,No
CUST03169,Female,0,No,No,19,Yes,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,57.29,1193.2,No
CUST03170,Female,0,No,No,54,Yes,Fiber optic,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,76.97,4147.05,Yes
CUST03171,Female,1,No,No,29,Yes,DSL,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.23,2656.19,No
CUST03172,Female,0,No,No,51,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,95.17,4800.98,Yes
CUST03173,Male,0,Yes,No,17,Yes,DSL,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.01,1055.58,No
CUST03174,Male,0,No,No,48,Yes,Fiber optic,Yes,No,No,Yes,Yes,Two year,No,Electronic check,65.1,3145.09,No
CUST03175,Female,0,No,No,40,Yes,Fiber optic,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,65.62,2668.34,Yes
CUST03176,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,69.06,139.43,No
CUST03177,Female,0,No,No,23,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,81.63,1888.24,No
CUST03178,Male,0,No,No,21,Yes,DSL,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,121.2,2463.66,No
CUST03179,Male,0,No,Yes,43,Yes,DSL,Yes,No,Yes,No,No,One year,Yes,Bank transfer,63.47,2718.85,No
CUST03180,Male,0,No,No,31,Yes,DSL,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,33.01,1134.96,No
CUST03181,Male,1,No,No,34,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,31.4,1049.36,Yes
CUST03182,Male,0,No,No,12,Yes,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.42,1062.28,No
CUST03183,Female,0,Yes,No,67,No,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,60.37,4072.83,No
CUST03184,Male,0,Yes,No,54,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,80.74,4431.52,No
CUST03185,Female,0,No,No,48,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,56.31,2641.38,No
CUST03186,Female,0,No,No,20,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,70.29,1297.4,No
CUST03187,Female,0,No,Yes,49,Yes,DSL,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.87,3162.67,Yes
CUST03188,Male,0,No,No,17,Yes,DSL,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.83,930.93,Yes
CUST03189,Male,0,Yes,No,35,Yes,Fiber optic,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,104.91,3793.3,No
CUST03190,Female,1,Yes,Yes,19,Yes,Fiber optic,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,106.75,1915.93,No
CUST03191,Male,0,No,No,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,89.99,1844.25,No
CUST03192,Female,0,No,No,47,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,125.1,5901.45,No
CUST03193,Female,0,Yes,Yes,22,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,41.11,847.48,No
CUST03194,Male,0,Yes,No,53,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,68.73,3563.38,Yes
CUST03195,Female,0,Yes,No,36,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,65.27,2401.7,No
CUST03196,Male,1,Yes,No,71,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.73,6520.12,Yes
CUST03197,Male,0,No,Yes,14,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,42.48,675.15,No
CUST03198,Female,0,Yes,No,68,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,,6225.68,Yes
CUST03199,Female,0,Yes,No,9,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,37.93,244.71,Yes
CUST03200,Male,0,No,No,40,Yes,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,92.7,3573.66,Yes
CUST03201,Female,0,No,Yes,27,Yes,Fiber optic,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,102.87,2867.02,Yes
CUST03202,Female,0,No,Yes,54,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,45.7,2457.86,No
CUST03203,Female,0,Yes,No,9,Yes,Fiber optic,Yes,No,No,Yes,No,Two year,Yes,Mailed check,64.82,824.56,No
CUST03204,Male,0,Yes,No,18,Yes,Fiber optic,Yes,No,No,Yes,No,Two year,No,Credit card,103.76,1945.04,No
CUST03205,Male,0,Yes,Yes,16,No,DSL,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,108.8,1850.5,Yes
CUST03206,Female,0,No,No,67,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,38.31,2491.23,No
CUST03207,Female,0,Yes,No,39,Yes,DSL,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,83.42,3246.68,No
CUST03208,Female,0,No,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,90.34,1058.43,No
CUST03209,Male,0,No,No,57,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,73.77,4198.16,Yes
CUST03210,Male,0,No,No,20,Yes,DSL,No,No,No,No,No,One year,Yes,Mailed check,109.9,2202.48,No
CUST03211,Female,1,Yes,No,16,Yes,DSL,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,60.33,984.76,Yes
CUST03212,Male,0,Yes,No,36,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,63.63,2232.76,No
CUST03213,Male,0,No,No,57,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,57.52,3207.96,No
CUST03214,Female,1,Yes,Yes,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,80.14,4873.88,No
CUST03215,Female,0,No,No,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,67.28,34.12,No
CUST03216,Male,0,Yes,No,65,Yes,DSL,No,No,No,No,No,Month-to-month,No,Bank transfer,95.81,6157.45,Yes
CUST03217,Male,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,65.31,4692.18,No
CUST03218,Male,0,No,Yes,23,Yes,Fiber optic,,No,Yes,No,No,One year,Yes,Credit card,69.86,1502.31,No
CUST03219,Female,0,Yes,No,37,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,80.32,3032.83,No
CUST03220,Male,0,No,No,27,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,54.56,1520.29,No
CUST03221,Female,0,No,No,34,Yes,Fiber optic,No,Yes,Yes,No,No,Two year,Yes,Electronic check,100.74,3479.85,Yes
CUST03222,Male,0,No,No,47,Yes,DSL,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,92.47,4279.0,No
CUST03223,Female,0,Yes,No,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,91.66,4230.79,No
CUST03224,Female,0,Yes,Yes,34,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,49.82,1799.58,No
CUST03225,Female,0,No,Yes,34,Yes,DSL,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,113.98,3859.67,No
CUST03226,Female,0,Yes,No,35,Yes,DSL,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,29.05,1062.36,Yes
CUST03227,Female,0,No,Yes,29,Yes,Fiber optic,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,93.86,2629.74,No
CUST03228,Male,0,Yes,No,8,Yes,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,78.85,607.93,Yes
CUST03229,Female,0,No,No,27,Yes,DSL,Yes,No,Yes,No,No,One year,Yes,Bank transfer,92.05,2580.69,No
CUST03230,Female,0,Yes,No,52,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.99,3650.17,No
CUST03231,Female,0,No,No,71,Yes,Fiber optic,No,No,No,No,Yes,One year,Yes,Electronic check,77.49,5481.81,Yes
CUST03232,Male,1,Yes,No,59,Yes,Fiber optic,No,No,Yes,Yes,Yes,Two year,No,Credit card,92.88,,No
CUST03233,Female,0,Yes,No,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,75.36,4697.6,No
CUST03234,Male,0,Yes,Yes,57,Yes,DSL,No,No,No,Yes,No,Two year,Yes,Mailed check,80.78,4771.22,No
CUST03235,Female,0,No,Yes,36,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,81.59,2940.51,No
CUST03236,Female,1,Yes,No,49,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Two year,No,Credit card,130.25,6434.05,No
CUST03237,Male,0,No,No,61,Yes,DSL,No,No,No,Yes,Yes,Two year,No,Bank transfer,35.46,2152.27,No
CUST03238,Female,0,Yes,No,16,Yes,DSL,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,107.81,1645.86,No
CUST03239,Female,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,86.72,900.94,No
CUST03240,Male,0,No,No,19,Yes,DSL,No,Yes,Yes,No,Yes,One year,Yes,Credit card,83.62,1471.47,No
CUST03241,Male,1,Yes,Yes,38,Yes,DSL,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,43.61,1736.11,No
CUST03242,Male,0,Yes,Yes,57,Yes,Fiber optic,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,104.22,5835.2,No
CUST03243,Female,0,Yes,No,32,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,47.07,1435.4,Yes
CUST03244,Female,0,No,No,71,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,112.22,7890.11,No
CUST03245,Female,0,No,No,23,No,DSL,Yes,No,No,No,Yes,Two year,No,Electronic check,61.81,1471.3,No
CUST03246,Female,0,Yes,No,33,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Bank transfer,112.22,3613.69,Yes
CUST03247,Female,0,No,No,67,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.66,3903.97,Yes
CUST03248,Male,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.06,570.82,Yes
CUST03249,Male,0,No,Yes,60,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,72.94,4367.04,No
CUST03250,Male,0,No,Yes,11,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.79,581.75,Yes
CUST03251,Male,0,No,Yes,66,Yes,DSL,,Yes,Yes,Yes,Yes,Two year,No,Mailed check,69.44,4769.2,No
CUST03252,Female,1,No,Yes,23,Yes,DSL,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,117.5,2569.39,Yes
CUST03253,Male,0,No,No,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,61.5,2868.17,No
CUST03254,Male,0,Yes,No,51,Yes,Fiber optic,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,79.69,4063.42,No
CUST03255,Male,0,No,Yes,27,No,Fiber optic,Yes,Yes,No,No,No,One year,Yes,Bank transfer,115.13,3046.13,Yes
CUST03256,Male,0,No,Yes,40,Yes,Fiber optic,No,No,Yes,Yes,No,One year,Yes,Mailed check,81.29,3283.18,Yes
CUST03257,Male,0,No,Yes,55,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Mailed check,103.48,5614.57,No
CUST03258,Male,0,Yes,Yes,63,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,89.24,5536.22,Yes
CUST03259,Female,0,No,Yes,7,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.3,610.37,Yes
CUST03260,Male,0,Yes,Yes,36,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,73.65,2657.99,Yes
CUST03261,Male,0,No,Yes,62,No,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,89.87,5523.98,Yes
CUST03262,Male,0,Yes,No,40,Yes,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,120.52,4751.45,No
CUST03263,Female,0,No,No,2,Yes,DSL,No,No,No,No,Yes,Month-to-month,Yes,Credit card,67.05,161.54,No
CUST03264,Female,0,Yes,Yes,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,85.78,858.28,No
CUST03265,Female,0,Yes,No,59,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,58.35,3329.14,Yes
CUST03266,Female,0,Yes,Yes,30,Yes,Fiber optic,No,No,No,No,No,One year,No,Mailed check,101.23,3063.37,No
CUST03267,Female,0,Yes,No,51,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,33.55,1752.95,No
CUST03268,Female,1,Yes,No,65,No,DSL,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,67.9,4515.4,No
CUST03269,Male,0,No,No,6,Yes,DSL,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.46,579.6,Yes
CUST03270,Female,0,No,No,33,No,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,71.48,2482.42,No
CUST03271,Male,0,No,No,10,Yes,DSL,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,30.52,351.9,Yes
CUST03272,Male,0,No,Yes,61,Yes,Fiber optic,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,56.02,3266.89,No
CUST03273,Female,0,Yes,No,33,Yes,DSL,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,58.18,1943.96,Yes
CUST03274,Male,0,No,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,114.62,7219.66,No
CUST03275,Male,0,No,No,21,Yes,Fiber optic,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,95.03,2074.35,No
CUST03276,Female,0,Yes,Yes,10,Yes,DSL,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,97.58,1070.18,Yes
CUST03277,Male,0,No,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,44.47,2723.88,Yes
CUST03278,Male,0,No,No,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,75.34,3387.46,No
CUST03279,Female,0,No,No,14,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Bank transfer,114.14,1587.63,No
CUST03280,Female,0,No,No,50,Yes,DSL,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,97.64,4825.27,No
CUST03281,Male,0,Yes,No,30,Yes,Fiber optic,Yes,Yes,No,No,Yes,Two year,No,Mailed check,62.54,1992.11,No
CUST03282,Female,0,No,No,3,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.88,246.56,Yes
CUST03283,Female,1,Yes,No,19,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,43.12,821.85,No
CUST03284,Male,0,No,Yes,54,No,DSL,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.8,2899.22,No
CUST03285,Male,0,Yes,Yes,9,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.15,294.53,Yes
CUST03286,Male,1,No,No,24,Yes,DSL,No,Yes,No,No,Yes,Two year,Yes,Electronic check,72.42,1843.65,No
CUST03287,Male,0,No,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,91.06,1767.84,No
CUST03288,Male,0,Yes,No,53,Yes,DSL,No,Yes,Yes,No,Yes,Two year,No,Mailed check,51.13,2782.28,No
CUST03289,Male,0,Yes,No,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,72.93,4386.48,No
CUST03290,Male,0,Yes,No,57,Yes,DSL,Yes,No,No,No,Yes,Two year,Yes,Mailed check,54.24,3208.27,No
CUST03291,Male,0,No,No,52,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,60.44,3190.94,No
CUST03292,Male,0,No,Yes,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,49.06,382.15,No
CUST03293,Male,0,Yes,No,66,Yes,DSL,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,106.25,6988.39,No
CUST03294,Male,0,No,No,11,Yes,DSL,Yes,Yes,No,No,Yes,One year,Yes,Credit card,57.94,636.35,No
CUST03295,Male,0,No,Yes,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.99,2076.7,No
CUST03296,Female,0,Yes,No,60,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,62.09,3886.32,Yes
CUST03297,Male,0,No,Yes,17,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,No,Mailed check,83.1,1428.19,No
CUST03298,Female,1,Yes,Yes,15,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Electronic check,137.48,1962.36,Yes
CUST03299,Female,0,Yes,No,1,Yes,DSL,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,144.87,192.61,Yes
CUST03300,Female,1,Yes,No,26,No,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,69.75,1798.58,Yes
CUST03301,Female,0,Yes,Yes,36,Yes,Fiber optic,No,Yes,No,No,No,One year,Yes,Mailed check,85.67,2999.66,No
CUST03302,Male,0,No,No,34,Yes,DSL,Yes,No,Yes,No,No,One year,No,Bank transfer,99.29,3365.31,No
CUST03303,Female,0,No,Yes,2,Yes,DSL,No,No,No,No,No,One year,Yes,Mailed check,106.65,251.47,No
CUST03304,Male,0,Yes,No,14,Yes,No,,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,91.16,1360.46,No
CUST03305,Male,0,No,No,0,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,102.93,0.0,Yes
CUST03306,Male,1,Yes,No,16,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,85.59,1334.23,No
CUST03307,Male,0,Yes,No,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,59.54,2611.63,No
CUST03308,Male,0,No,No,0,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,102.77,140.48,Yes
CUST03309,Male,0,No,No,12,Yes,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,78.76,1052.49,Yes
CUST03310,Female,0,No,Yes,39,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,83.66,3307.9,No
CUST03311,Female,0,Yes,Yes,40,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,41.43,1699.35,No
CUST03312,Male,1,Yes,No,65,Yes,DSL,Yes,No,Yes,No,No,One year,Yes,Mailed check,56.08,3620.01,No
CUST03313,Female,0,Yes,No,41,No,DSL,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,65.7,2755.48,No
CUST03314,Male,0,No,Yes,67,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,88.5,5850.0,No
CUST03315,Male,0,Yes,No,52,Yes,DSL,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,120.21,6289.25,No
CUST03316,Female,0,No,No,40,Yes,DSL,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,94.79,3629.05,No
CUST03317,Female,1,Yes,No,27,Yes,DSL,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,70.75,1779.01,Yes
CUST03318,Male,1,Yes,No,8,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,50.61,250.14,Yes
